system_id,sentence
1,大環境降息/經濟衰退/美國總統大選/
1,"這邊只講美國總統大選,因為美國廠是在川普任內談的,拜登任內蓋好的"
1,"所以其實我認為誰當選的影響並不大,包含被課稅的話應該就是轉介給客戶"
1,因為降息或經濟衰退與否不是我的專長
1,但我會利用這些環境影響造成的波動增加持股
1,"買台積電其實就很像買有專業經理人管理的,觀察久會發現台積電高階主管很認真在經營公司長期發展所以對於不是追求短線的投資者可以多參考"
1,進退場機制
1,進場
1,定期定額每月定時或挑營收公布前/法說前
1,技術分析/布林通道等
1,大盤走勢或期權結算的相對低點
1,直接歐印刪
1,等方法，挑適合自己長期投資法入場，不用太擔心短期股價委屈
1,退場營收/財測成長放緩
1,附上對帳單最近有持續加碼
1,///
2,帕拉迪島台灣
2,調查兵團台積電
2,艾倫張忠謀
2,我在這邊公開跟會看的外資講四個字
2,儘快買回台積電
2,我們台灣就是世界強說真的世界怎麼跟得上台灣
2,大家起上三萬好不好
2,在賣的話真的要被我們尬到外太空了喔
2,///
2,///
2,我已經了那你呢
3,黑悟空帶飛台灣遊戲股
3,鈊象大宇資宇峻齊紅
3,智崴漲近半根
3,新聞網
3,年月日週二上午
3,新聞網記者蕭廷芬台北報導
3,遊戲大作黑神話悟空日發售就火遍全球，銷量突破萬套，推估大賺超過
3,億台幣
3,這款標榜動作畫面宛如電影場景的遊戲，對電腦要求的效能頗高，有望帶
3,動相關顯卡記憶體相關大廠的銷售
3,果然周台股多檔相關個股微星
3,華碩技嘉十銓威剛都起漲，連台灣遊戲股也跟
3,著被帶飛，今日就有多檔遊戲股如鈊象大宇資智崴
3,宇峻智冠橘子都亮起紅燈
3,黑神話悟空由中國廠商遊戲科學開發，官方微博宣布天據統計
3,，全平台最多同時在線人數達萬人，銷量突破萬套，以套要價約元台幣推算
3,，銷售額已高達億元台幣
3,因為此款遊戲對產品要求高，台灣及周邊大廠都有望
3,受惠
3,果然昨天各家記憶體大廠都開出紅盤
3,微星昨天進行除息交易，開
3,盤就以元漲停，瞬間填息
3,其他相關個股，華碩技嘉十銓
3,威剛創見等，股價也都表現亮眼
3,更令人意外的是，中國製造出大作引起話題，也令投資人關注起台灣遊戲廠的表現，截
3,至十分，以明星三缺大賺的遊戲王鈊象來到元，漲
3,自製出
3,仙劍奇俠傳軒轅劍大富翁明星志願女鬼橋等遊戲的大宇資
3,元，漲
3,創作幻想三國誌系列的宇峻元，上漲
3,其餘還有智崴元，漲智冠元橘子元
3,，漲，都亮起紅燈
3,◎新聞網提醒您本資料僅供參考，投資人應獨立判斷，審慎評估
3,///
3,心得/評論
3,黑悟空黑人問號
3,人家中國遊戲乾你台灣廠商何事
3,是有入股還是合作研發
3,台灣有台積電
3,沒想到遊戲業已經看不到人家車尾燈
4,原文標題悟空也難救
4,面板廠月起擴大減產
4,原文連結
4,///
4,發布時間年月日週上午
4,記者署名袁顥庭台北報導
4,原文內容
4,追蹤
4,悟空也難救
4,面板廠月起擴大減產
4,袁顥庭台北報導
4,年月日週上午
4,面對月面板價格下跌，第三季恐跌回今年電視面板價格起漲點，面板廠月起將踩煞
4,車擴大減產
4,資深分析師陳建助表示，月面板廠至少再減的投片量，十
4,長假期間大陸面板廠有意順勢停產兩周，月大尺寸面板平均產能利用率將下探
4,陳建助說，近期面板供應鏈都在聊黑神話悟空題材，大家都在問是否能夠刺激電競
4,產品需求
4,從規格來看，黑神話悟空的確讓既有的電腦規格不足，會有換新電腦的
4,需求，以監視器來看，面板解析度要求以上，畫面更新率要達到
4,甚至是以上
4,不過今年全球監視器消費降級，高階電競產品賣不動，且產品
4,價格不變但規格提升
4,目前來看，該遊戲刺激出高階電競產品需求增溫，但銷售增長數
4,量可能只有數十萬台，對市場實質貢獻有限
4,陳建助表示，月價格續跌的態勢不變，屆時將跌回今年面板價格的起漲點，也迫使面板
4,廠大踩煞車
4,接下來月份大陸迎來十長假，先前包括華星光電在內的大陸面板廠均釋出有意停產兩
4,周的消息
4,陳建助表示，以此估計月份面板廠可能擴大減產約，平均產能利用率將
4,下探到以下
4,隨市場逐步邁入淡季，預期第四季面板廠的平均產能利用率都將處於
4,的水準
4,心得/評論奧運也拉不起來面板產業
4,主要是對岸面板成本真的沒人可以打過
4,不過南茂哥還在糾結報價真的
4,吹快四年結果
4,沒賺錢還套牢也太離譜
4,我國面板產業全球市占越來越萎縮了
4,板上投資新朋友
4,優先避開夕陽產業
4,跟宏達電老爺爺樣都是真愛
4,真愛要直把錢無怨付出
4,不求獲利哈哈哈哈
4,",跟小米在全世界都是首選"
4,台灣家電版首選也是對岸電視品牌才有聲浪不
4,真的能被對岸打趴的產業竟然還有人鬼扯說可以投資，
4,賣廠還能蹭台積電你說呢
4,看錯產業真的別攤平南茂哥全部資金都投資面板還要認真去友達廠工作好好認
4,真工作比較適合他
5,台股
5,成交量億
5,台指
5,"成交量,口"
5,櫃買指
5,成交量億
5,台指期自營商
5,投信
5,外資
5,台指選自營商
5,投信
5,外資
5,漲停家數
5,跌停家數
5,成交量排行
5,新光金
5,中信金
5,成交值排行
5,台積電
5,聯鈞
5,聯亞
5,///
6,標題上市外資買賣超排行
6,來源
6,網址
6,//////
6,內文
6,買超排行
6,證券代號證券名稱買超張數
6,"富邦金,"
6,"開發金,"
6,"新光金,"
6,"國泰金,"
6,"訊舟,"
6,"長榮航,"
6,"期元大原油反,"
6,"燿華,"
6,"群益優選非投等債,"
6,"華航,"
6,"欣興,"
6,"國票金,"
6,"正文,"
6,"台中銀,"
6,"中工,"
6,"國泰台灣,"
6,"時碩工業,"
6,"復華富時不動產,"
6,"華新,"
6,"富邦越南,"
6,"士電,"
6,"長華,"
6,"東台,"
6,"國泰永續高股息,"
6,"昇陽半導體,"
6,"毅嘉,"
6,"材料,"
6,"映泰,"
6,"明泰,"
6,"三陽工業,"
6,"亞光,"
6,"楠梓電,"
6,"碩天,"
6,"富邦特選高股息,"
6,"國泰費城半導體,"
6,第金
6,台達電
6,健和興
6,昆盈
6,中華電
6,仁寶
6,復華日本龍頭
6,億光
6,中華化
6,正新
6,台新金
6,大量
6,京元電子
6,東科
6,中信上游半導體
6,台積電
6,賣超排行
6,證券代號證券名稱賣超張數
6,"中信金,"
6,"群創,"
6,"群益台灣精選高息,"
6,"中石化,"
6,"元大台灣反,"
6,"期街口布蘭特正,"
6,"元大滬深正,"
6,"富邦恒生國企正,"
6,"復華台灣科技優息,"
6,"復華香港正,"
6,"南亞,"
6,"華邦電,"
6,"佳世達,"
6,"台塑,"
6,"力積電,"
6,"台化,"
6,"凌巨,"
6,"三商壽,"
6,"聯電,"
6,"國泰年美債正,"
6,"聯茂,"
6,"華通,"
6,"元大台灣,"
6,"寶成,"
6,"緯創,"
6,"台塑化,"
6,"廣達,"
6,"英業達,"
6,"中信中國高股息,"
6,"景碩,"
6,"聯上發,"
6,"中環,"
6,"金寶,"
6,"臺企銀,"
6,"旺宏,"
6,"元大金,"
6,"中鋼,"
6,"凱基美國非投等債,"
6,"全新,"
6,"興富發,"
6,"元大台灣高息低波,"
6,"潤泰新,"
6,"永光,"
6,"日月光投控,"
6,"南茂,"
6,"達麗,"
6,"大成鋼,"
7,原文標題台積電亞利桑那三廠已動工
7,州政府官員親口證實
7,原文連結
7,//////
7,發布時間
7,記者署名吳康瑋
7,原文內容
7,台積電日前規劃將在美國亞利桑那州設立第座晶圓廠，而日美國亞利桑那州商
7,務管理局總裁出席駐台貿易投資辦事處所主辦的國際科技產業人才論壇
7,時，除了親口向媒體證實該消息，並強調，台灣與亞利桑那建立合作已超過數十年，而
7,州政府除歡迎台積電等半導體產業鏈大廠前往投資外，也積極邀請其他包括電子製造業
7,伺服器等業者前往設廠
7,據悉，台積電日前宣布，旗下亞利桑那州設立的第期晶圓廠，預計在明年上半年
7,開始生產奈米晶片，而第期晶圓廠則將於年開始生產奈米和奈米晶片，此外，
7,台
7,積電也決定建置第期晶圓廠，規劃生產奈米和
7,或更先進製程
7,，期晶圓廠總投資金
7,額達億美元，而該消息也於今日正式經親口證實
7,透露，台積電在亞利桑那州設立的晶圓廠，即將在明年初開始啟動大量生
7,產，而
7,前陣子第三廠也如火如荼的開始動工
7,，隨著人才需求提升，縣市政府跟州也積極溝
7,通合作，希望能藉此帶給台灣廠商，更多的幫助並成為台廠的堅強後盾
7,強調，自己這次帶團來台，主要是為了提供台積電的上下游廠商，各方面
7,資源，其中，包括在人才培育原料供應等各個面向，事實上，州政府衷心期盼能提供市
7,場企業界，更加充足充沛的資源及全方位的服務，此外，除了廣邀半導體產業之外，
7,包括中游下游各個產業鏈，亞利桑那州都非常歡迎，期盼能與台廠締結更緊密的合作關
7,係
7,心得/評論
7,當熊本知事來台灣拜訪想要蓋第三座廠的同時
7,美方證實亞利桑納第三廠如火如荼動工中
7,世界的台積電穩了吧
8,原文標題
8,台積電埃米級製程訂單來了未量產先轟動
8,原文連結
8,//////
8,發布時間
8,//
8,記者署名
8,經濟日報記者尹慧中台北報導
8,原文內容
8,台積電最先進的埃米級製程未量產先轟動
8,業界傳出，不僅大客戶蘋果
8,已預訂台積電首批產能，界當紅炸子雞也因自研晶片長期需求，加入預訂
8,產能，成為台積電相關訂單能見度拉長的重要推手
8,對於相關議題，台積電月日回應提到公司不評論市場傳聞，亦不評論單客戶業務
8,業界盛傳，台積電製程尚未量產，首批客戶已浮上檯面，罕見的是除了蘋果持續合作
8,之外，也出現新的指標企業，最受矚目的是開發商，該公司積極投入自
8,家晶片設計開發
8,業界人士透露，原先積極和台積電洽商合作建置專用晶圓廠，惟評估發展效益後，
8,擱置蓋專用廠計畫，策略上自家晶片找博通邁威爾等美商合作
8,開發，其中，有望成為博通前四大客戶
8,由於博通邁威爾也都是台積電長期客戶，兩家美商協助開發的晶片，依據晶
8,片設計規畫，預定陸續在台積電奈米家族與後續製程投片生產
8,不僅對非蘋應用發展具關鍵地位，也協助蘋果裝置應用發展
8,蘋果今年月發
8,表個人化智慧系統，已將融入，相關策略讓外界認為對
8,蘋果在發展扮演關鍵角色，未來隨著積極投入自家晶片設計開發，也將持續
8,在運算領域中掌握話語權
8,是台積電目前已揭露最先進的製程節點，也是台積電邁入埃米製程的第站，預定
8,下半年量產，並且會先在台灣量產
8,台積電先前介紹，將採下代奈米片電晶體技術，並採用超級電軌技術
8,，是具有獨創性領先業界的背面供電解決方案，是業界首創的技術
8,心得/評論
8,難怪今天股價這麼硬~~~
8,套再的我可以解套嗎
8,再漲上來讓我退伍~~~
9,台積電不會讓人失望的
9,繼續蓋廠毛利就更低
9,其實這些佈局根本不是經濟考量啦
9,以現在的狀況
9,利多早就反應完了
9,美國到年底才會決定股市走向
9,雖然小的還是期待台積電回到那天
9,但不可能是最近就是了
10,標題年月日信用交易統計
10,來源臺灣證券交易所證券櫃檯買賣中心公司名網站名
10,網址
10,///
10,///
10,請善用縮網址工具
10,內文
10,年月日信用交易統計
10,項目買進賣出現金券償還前日餘額今日餘額
10,"融資交易單位,,,,,,,"
10,"融券交易單位,,,,,"
10,"融資金額仟元,,,,,,,,,"
10,資增億
10,元大台灣反
10,元大美債正
10,"資增,張"
10,期街口布蘭特正
10,"資增,張"
10,券增張
10,新光金
10,"資增,張"
10,中信金
10,"資增,張"
10,券增張
10,台積電
10,鴻海
10,詮
10,"資增,張"
10,券增張
10,華通
10,長榮
10,"資增,張"
10,陽明
10,"資增,張"
10,萬海
10,"資增,張"
10,櫃買信用交易統計
10,資增億
10,"券增,張"
10,光洋科
10,"資增,張"
10,券增張
10,新復興
10,"資增,張"
10,券增張
10,均豪
11,標題//八大公股銀行買賣超排行
11,來源玩股網
11,網址
11,/////
11,內文
11,手機介面圖片好讀版
11,///
11,以下資訊依張數排列
11,買超賣超
11,排名股票張數排名股票張數
11,富邦金
11,元大台灣反
11,中信金
11,詮
11,開發金
11,北基
11,大華優利高填息
11,台新金
11,新光金
11,國泰金
11,世界
11,復華台灣科技優息
11,訊舟
11,群益優選非投等債
11,凱基優選高股息
11,時碩工業
11,微星
11,元大台灣價值高息
11,士電
11,期元大ＳＰ原油反
11,彰銀
11,長榮航
11,華航
11,元大台灣高息低波
11,國票金
11,新復興
11,明泰
11,材料ＫＹ
11,佳世達
11,穩懋
11,國泰股利精選
11,亞力
11,元翎
11,力麒
11,台積電
11,台新永續高息中小
11,伍豐
11,台光電
11,南茂
11,全新
11,仁寶
11,皇昌
11,上述張數排名中漲跌超過
11,買超
11,張數排名中未有買超漲跌超過
11,賣超
11,張數排名中未有賣超漲跌超過
11,買超金額排行賣超金額排行
11,富邦金
11,材料
11,台光電
11,詮
11,台積電
11,中信金
11,北基
11,榜上無燈
11,今日上市櫃共有漲停支跌停不含股
11,若有發現問題，請留言通知我
12,原文標題
12,英特爾求生賣業務停建德廠
12,原文連結
12,///
12,發布時間
12,記者署名工商時報蕭麗君張珈睿
12,原文內容
12,為度過英特爾逾半世紀以來最大營運危機，路透引述知情人士指出，執行長基辛格
12,與其他高層將在本月中旬向董事會提出整頓計畫，
12,當中包括叫停德國建廠計
12,畫與可能出售可程式化邏輯閘陣列大廠等，但將晶圓代工業務售出給台積
12,電等買主，則並沒有納入提案中
12,消息來源透露，為了進步縮減資本支出，該晶片大廠將暫停或可能完全停止它在德國高
12,達億美元的建廠計畫
12,據了解，該計畫目前已被推遲
12,英特爾還研議將出售在年以億美元收購的
12,後者已在今年稍早以獨立子公
12,司進行營運，原本英特爾打算未來透過出售部分股權
12,但如今自身難保的英特
12,爾，因為已沒有充裕的資金可提撥給進行發展，因此不排除將全部賣出，當
12,中網通設計大廠邁威爾是潛在的買主之
12,對於英特爾可能拆分旗下組織出售求生，包括可能賣掉大廠，市場高度關切買
12,方動向，特別是將由超微或邁威爾誰獲得搶親成功的機會
12,半導體業者對此表示，英特爾與超微過去在市場不斷角力，英特爾方獨大，而近
12,年出現直追態勢，關鍵就在於年併購全世界最大廠商，此舉動補強
12,產品線，也提升客戶快速驗證產品雛形的速度，帶動市占擴大，而將來勢必成為
12,資料中心生態系主流，不少業者已積極爭取相關資源
12,業內人士分析，雖然目前花落誰家還無從得知，但由入手，則將在資料中心應用上獲
12,得更大優勢，達成到整機櫃的系統優勢
12,如果由網通大廠收購，也是瞄
12,準伺服器與高效能運算，更有機會挑戰輝達與超微
12,心得/評論
12,目前各家外文媒體報導似乎也收斂了
12,目前還沒有要拆分晶圓代工業務
12,而是暫停德國廠賣先救現金流
12,德國政府表示
12,另外如果賣給或
12,感覺有可能會轉單給台積電
12,畢竟和都是大客戶了沒道理繼續用
13,我會建議大家投入槓桿商品的時候
13,最基本要做的事情
13,就是了解影響最大的成分股是什麼
13,我前面有分享些槓桿商品的心得
13,基本上就是無腦多直持有
13,分析槓桿商品看大盤準確率通常很高
13,正二商品目前最大影響
13,台積電
13,可以看看美股收盤漲了
13,但台股台積僅僅漲
13,同天正二商品出現了負值
13,也和幾天來大盤開高走低有蠻大的關係
13,盤整耗損其實會蠻大幅度影響槓桿商品
13,想要有超額的獲利
13,在於說連續的漲做多或者連續的跌做空
13,這和期權商品是蠻像的
13,所以有經驗的人
13,通常在進入盤整的時候會出場
13,方向確定了之後再入場
13,建議可以看下
13,外資對正二商品進出的紀錄
13,之前看到蠻多法人賣正二的
13,那他們對台積的買賣也有可能是連動的
13,空單什麼的也都可以起參考
13,我覺得近期可能也觀察有沒有回漲
13,這對於費半和台積的走勢會比較明朗
13,外資連買費城半導體中跟風
13,我真的很不會做個股
13,等美股開盤再注意的走勢
13,會比較清晰喔
13,樓上修正打錯的有半台積感謝您的糾錯/
13,推
13,謝謝大大的建議
13,希望對你的出場判斷有幫助我是拿著無腦多啦
13,/
14,原文標題
14,謠言
14,網傳台積電嘉義廠停工
14,房地產業者日夜趕工速度驚人
14,原文連結
14,//////
14,發布時間
14,//
14,記者署名
14,蔡宗勳
14,原文內容
14,記者蔡宗勳嘉義報導台積電在嘉義科學園區投資興建兩座先進封裝廠，因為
14,挖到疑似遺址委由考古團隊挖掘中，結果網路上瘋傳台積電太保廠挖到古蹟早己停工
14,，並稱這是嘉義太保炒房仔悲歌，但事實上整體工程未受太大影響，仍日夜趕工中
14,房地產業者也說，房價土地都居高不下，而且因惜售，交易量並不多
14,台積電在嘉義科學園區新建廠區時，於今年月底出土疑似史前文化陶片及史前文化層，
14,為繩紋紅陶，有陶環殘件等
14,嘉義縣文化資產審議會月開會後做成決議，決定進行搶救
14,發掘，並要求緊急搶救出土遺物需有空間進行收藏展示
14,縣府文化觀光局指出，台積電嘉科廠疑似遺址刻正由專業考古團隊進行搶救發掘作業中，
14,面積大約平方公尺，整個搶救發掘作業預計於今年月底前完成
14,房地產業者說，這陣子在網路瘋傳段影片，標題為嘉義太保炒房仔悲歌，嘉義太保房
14,價崩盤
14,並指這是因為台積電太保廠挖到古蹟早己停工，但事實上，台積電不僅沒
14,有停工，工地上所看到的作業機具還是嘉義地區空前所未有，工程速度驚人，真的不知道
14,撰文者是哪個眼睛看到台積電停工
14,房地產業者進步說，嘉科周邊目前房地產價格依舊在高檔，而且因預期還有上漲空間，
14,出現惜售心態，完全沒有崩盤的跡象可尋，撰發這種謠言心態可議，誤信而轉傳者也很可
14,笑
14,心得/評論
14,看來封裝技術的產能非常缺乏，連台中台南的購廠都無法應付，看來太保勇士和楠
14,梓勇士大獲全勝，高雄廠和嘉義廠會確定完工
15,"放假閒聊講故事,"
15,"如果你要找歷史上最嚴重的錯誤,"
15,"就是發生在/年的部門販售事件,"
15,"歐德寧就是最大的歷史罪人,"
15,"用後照鏡來看,"
15,因為這個決定而注定要走下坡甚至是滅亡
15,"部門就是的行動裝置部門,專做,"
15,"其前身的稱得上是全世界最早設計的晶片公司之,"
15,"/曾經有接近的行動裝置市占率,"
15,"包含,,,,功能型手機等等,"
15,"甚至哀鳳第代原本也是要用,"
15,原本代碼都已經用上型號以及上了的開發板
15,"當時掌權的是與部門,直都是,"
15,"任何會威脅到的東西都會被用政治力量消除,"
15,"所以當時看到行動裝置越來越熱門,"
15,"有點威脅到,"
15,"所以決定把部門賣掉,"
15,"就跟現在情況類似,"
15,"當時有兩家公司要買,,"
15,"內部有個共識,"
15,"賣給誰都好就是不能賣給,原因你知道的,"
15,"所以後來賣給,"
15,"的晶片都轉到台積電代工,"
15,"哀鳳也就轉給三星設計與代工,"
15,接下來發展大家都很清楚
15,"如果當初沒有賣掉,"
15,"不但能夠持續佔有大量地行動裝置市場,"
15,那塊也會跟著受益
15,"我還記得當年派的人還跟我們放話,"
15,"說只要給他們兩年的時間,"
15,"他們會把所有的手機都變成晶片,"
15,"還說他們正在跟合作,"
15,"過了快二十年了,"
15,還是沒開發出來
15,"現在與叔又再次重演二十年前的歷史,"
15,"真令人感動,"
15,"再說個老八卦,"
15,"當年的想法很簡單,"
15,"把改改就要丟進去手機裡頭,"
15,當年他們覺得的能耗改下就夠用
15,"老實說,"
15,"我當年聽到的確很害怕,"
15,"而且感覺還蠻合理可行的,"
15,"我不知道為何做不出來,"
15,"不知道是因為能耗的問題,"
15,還是被拖死了
15,"至於,"
15,"那是年的東西,"
15,"那產品是高通跟合作的,"
15,"我當年就是開發團隊員,"
15,跟沒有任何關係
15,"你丟了就不太可能幫水果做,"
15,而且幫水果做就是在幫做
15,你覺得跟的人會願意嗎
15,會承認自己犯錯嗎
15,"對,"
15,"我的職業生涯就是整個的血淚發展史,"
15,後來改作晶片
15,"那是,"
15,"算是加上手機功能,"
15,"我當年有買隻,"
15,跟後來的定義不同
15,我剛年應該是這隻
15,///
15,______
15,/
16,原文標題台股盤中震盪翻黑逾百點鴻海廣達撐盤
16,原文連結
16,///
16,發布時間年月日
16,記者署名呂欣芷
16,原文內容
16,中午盤中更新
16,台股今天小漲開出後，度漲近點回到點之上，但盤中賣單殺出，隨著半導體
16,金融塑膠及營建等族群走跌，指數翻黑跌逾百點，最低來到點
16,台積電震盪翻黑
16,，盤中股價最低下跌元至元，跌幅近
16,電子權值股由鴻海廣達
16,撐盤，漲幅均逾
16,上午早盤
16,美股因勞動節假期休市，月利率決策會議前，市場等待最新公布的經濟數據，台股
16,觀望氣息濃厚，今日開盤後在平盤附近上下震盪
16,權值股台積電開在平盤
16,元
16,台股今以點開出，截至上午點分，盤中指數最高來到點，最低則觸及
16,點
16,台積電開在元，盤中最高價元最低元
16,永豐投顧指出，近期盤勢量能萎縮，上方季線觸碰咒語未除，下方月線與半年線的支撐性
16,向上增強，指數空間也因投資觀望而遭受擠壓，空間持續收窄，預期在不確定性未釐清且
16,量能未增強前，台股仍屬於月季線間的震盪，短線建議區間因應
16,而月進入第季的最後
16,個月，也是投信作帳時節，由於今年本土資金投入股市特別踴躍，可以多多關注投信動
16,向
16,操作題材方面，群益投顧表示，國際半導體展將在月日到日登場，受惠台積電預計在
16,國際半導體展中與日月光投控等組成矽光子產業聯盟，相關矽光子概念股股價強
16,弱也趨於分岐，可以關注
16,心得/評論
16,這的確蠻有意思的
16,今天這二支確實很扛
16,到底為什麼會發生這樣的事呢
16,大家怎麼看
17,無懼黑神話悟空大宇資傳奇宇峻競推新遊戲搶市
17,自由時報
17,記者張慧雯台北報導雖然單機遊戲黑神話悟空爆紅，上市短短數日銷售量超
17,過萬套，然而，台廠無懼，包括大宇資傳奇宇峻等仍
17,按既定時程推出新遊戲搶市，業者多認為，單機遊戲與手機遊戲市場不同，且遊戲種類繁
17,多玩家各有所好
17,由集英社同名原作漫畫的動畫改編日商艾鳴開發大宇資負責台港澳發行的次元
17,的誘惑理理沙天使們的舞台，今日上午點正式上市，遊戲可支援手機及
17,跨平台使用，版可於遊戲官網下載，手機版則於商店和下
17,載，預約人數突破萬人次，期待能挹注第三季營收獲利
17,而傳奇所研發的大型線上幻想風格遊戲精靈樂章全球版，同樣今日
17,正式上市
17,傳奇指出，全球版獨有的全新職業神秘武者忍衛，精通各種武器搭配多變
17,技能，展現出全新戰鬥模式
17,此外，宇峻耗時年打造的經典全新世紀群英傳月日正式上市，作為三國
17,群英傳系列首款跨文明新作，戰場不再只是三國，而是涵蓋整個世界，玩家將穿梭於漢
17,朝幕府羅馬和聯邦之間，體驗跨時空的戰爭
17,華義則宣布神姬計劃即將登錄平台，是款擁有超過名美少女角色奇幻
17,遊戲，玩家可與美少女角色起冒險，共同拯救世界，由華義國際數位娛樂股份有限
17,公司
17,此外旗下代理日本人氣手機遊戲妖界黃昏，月起也推出新角色
17,//////
17,心得/評論
17,中國實力正在興起
17,但台灣也不弱啊
17,台積電嚇嚇叫
17,但人家有黑悟空
17,台灣理組在遊戲這塊實力就差人家很多
17,上市櫃公司還是要靠代理博弈
17,大作股東也不會同意吧
18,標題年月日信用交易統計
18,來源臺灣證券交易所證券櫃檯買賣中心公司名網站名
18,網址
18,///
18,///
18,請善用縮網址工具
18,內文
18,年月日信用交易統計
18,項目買進賣出現金券償還前日餘額今日餘額
18,"融資交易單位,,,,,,,"
18,"融券交易單位,,,,,"
18,"融資金額仟元,,,,,,,,,"
18,資增億
18,"券增,張"
18,元大台灣反
18,"資增,張"
18,"券增,張"
18,元大美債正
18,"資增,張"
18,國泰年美債正
18,"資增,張"
18,群益台灣精選高息
18,"資增,張"
18,新光金
18,"資增,張"
18,"券增,張"
18,中信金
18,券增張
18,台新金
18,"資增,張"
18,台積電
18,鴻海
18,券增張
18,群創
18,"資增,張"
18,盟立
18,"資增,張"
18,券增張
18,詮
18,"資增,張"
18,台塑
18,資增張
18,券增張
18,櫃買信用交易統計
18,"券增,張"
18,國泰年美債
18,"資增,張"
18,"券增,張"
18,高鋒
18,"券增,張"
18,均豪
18,"資增,張"
19,原文標題
19,美股早盤盡墨
19,晶片股湧賣壓輝達重挫台積跌逾
19,原文連結
19,//////
19,_
19,發布時間
19,記者署名
19,林奇賢
19,原文內容
19,美股三大指數日早盤開低走低，道瓊工業指數跌點或，標普挫，那指跌，
19,費半重挫，台積電下殺
19,昨天美股因勞動節而休市，今日是月第個交易日
19,，這是歷史上向來會遭遇挑戰的月份
19,投資人正準備迎接系列的數據，試圖弄清美國經
19,濟的健康程度
19,美股賣壓沉重，主要是晶片股大跌所致，攫取投資人目光的寵兒輝達急墜
19,，其他多檔晶片股也走跌，美光和超微均跌逾，半導體挫逾
19,標普全球公布的美國製造業終值為較月下滑後，股市也受到拖累，因為這加深
19,了各界對美國經濟成長趨緩的憂懼
19,而投資人也在等待本周五公布的本月首份重大經濟報
19,告，也就是月的非農就業數據
19,華爾街也必須應對季節性的逆風，因為月是標普指數最近十年來平均表現最差的月份
19,其他個股方面，賀錦麗反對美國鋼鐵賣給日本製鐵，立場與美國總統拜登致，也與共和
19,黨總統候選人川普相同
19,美鋼早盤跌超過
19,心得/評論
19,股市提早轉入空頭，
19,投資人沒信心提早離場
19,而且年底又有美國大選的不安定因素，
19,現在科技股被狂殺，
19,明天台股開盤八成凶多吉少
20,燒兩年了
20,費半假設到收盤都沒拉回來
20,這根算是關鍵的表態吧
