system_id,word,ner
14,台積電,ORG
14,嘉義科學園區,LOC
14,今年月底,DATE
14,嘉義縣文化資產審議會,ORG
14,縣府文化觀光局,ORG
14,台積電嘉科廠,ORG
14,大約平方公尺,QUANTITY
14,今年月底,DATE
14,嘉義,GPE
14,嘉義太,GPE
14,台積電太保廠,ORG
14,台積電,ORG
14,嘉義地區,LOC
14,台積電,ORG
14,嘉科,ORG
14,台中台南,GPE
14,楠,PERSON
14,高雄廠,ORG
14,嘉義廠,ORG
15,歐德寧,PERSON
15,第代,ORDINAL
15,兩,CARDINAL
15,台積電,ORG
15,哀鳳,PERSON
15,三,CARDINAL
15,兩年,DATE
15,快二十年,DATE
15,二十年前,DATE
15,當年,DATE
15,高通,ORG
16,鴻海廣達,ORG
16,年月,DATE
16,日,GPE
16,呂欣芷,PERSON
16,中午,TIME
16,今天,DATE
16,百,CARDINAL
16,台積電,ORG
16,鴻海廣達,ORG
16,上午,TIME
16,美股,NORP
16,勞動節,DATE
16,今日,DATE
16,台積電,ORG
16,上午,TIME
16,台積電,ORG
16,永豐投顧,ORG
16,第季,ORDINAL
16,個月,DATE
16,今年,DATE
16,月日,DATE
16,日,GPE
16,台積電,ORG
16,國際半導體展,EVENT
16,日月光投控,ORG
16,矽光子產業聯盟,ORG
16,今天,DATE
16,二,CARDINAL
17,宇峻,ORG
17,自由時報,ORG
17,張慧雯,PERSON
17,台北,GPE
17,數日,DATE
17,萬,CARDINAL
17,宇峻,ORG
17,集英社,ORG
17,日商,NORP
17,艾鳴開發,ORG
17,大宇資,ORG
17,台,GPE
17,港,GPE
17,今日上午點,TIME
17,萬,CARDINAL
17,第三,ORDINAL
17,今日,DATE
17,宇峻,ORG
17,月日,DATE
17,三國,DATE
17,英傳,PRODUCT
17,三,CARDINAL
17,漢,PERSON
17,羅馬,GPE
17,華義,ORG
17,華義國際數位娛樂股份,ORG
17,日本,NORP
17,中國,GPE
17,台灣,GPE
17,台積電,ORG
17,台灣,GPE
18,年月日,DATE
18,臺灣證券交易所證券櫃檯買賣中心公司,ORG
18,年月日,DATE
18,前日,DATE
18,今日,DATE
18,金額仟元,MONEY
18,元大,ORG
18,台灣,GPE
18,元大,ORG
18,群益台灣,GPE
18,新光金,ORG
18,中信金,ORG
18,台新金,ORG
18,台積電,ORG
18,鴻海,ORG
18,台塑,ORG
18,高鋒,PERSON
19,美股,NORP
19,台積,ORG
19,林奇賢,PERSON
19,美股,NORP
19,三,CARDINAL
19,台積電,ORG
19,昨天,DATE
19,美股,NORP
19,勞動節,DATE
19,今日,DATE
19,第個,ORDINAL
19,美國,GPE
19,美股,NORP
19,美光,ORG
19,超微,ORG
19,美國,GPE
19,較月,DATE
19,美國,GPE
19,本周,DATE
19,五,CARDINAL
19,本月,DATE
19,華爾街,ORG
19,最近十年,DATE
19,賀錦麗,PERSON
19,美國,GPE
19,日本製鐵,ORG
19,美國,GPE
19,共和,ORG
19,川普,PERSON
19,美鋼,ORG
19,年底,DATE
19,美國,NORP
19,明天,DATE
19,八成,CARDINAL
20,兩年,DATE
20,道瓊,ORG
20,台積電,ORG
20,兩年,DATE
21,美股,NORP
21,台積電,ORG
21,明天,DATE
21,今晚,TIME
22,輝達,PERSON
22,倪浩軒,PERSON
22,美股,NORP
22,日,GPE
22,昨日週,DATE
22,美國勞動節,DATE
22,美股,NORP
22,月首個,ORDINAL
22,往年慣例月,DATE
22,今年,DATE
22,費城,GPE
22,華爾街,ORG
22,輝達,PERSON
22,輝達,ORG
22,輝達,ORG
22,台積電,ORG
22,美光,ORG
22,超微,ORG
22,美國供應管理協會,ORG
22,週二,DATE
22,較月,DATE
22,美國,GPE
22,較月,DATE
22,兩,CARDINAL
22,美國,GPE
22,美國,GPE
22,坦塔雷利,PERSON
22,美國,GPE
22,美股,NORP
22,十五世紀,DATE
22,哥倫布,GPE
22,二十世紀,DATE
22,肖克利,PERSON
22,二十世紀,DATE
22,黃仁勳,PERSON
22,黃仁勳,PERSON
22,今天,DATE
22,輝達,ORG
22,年後,DATE
23,台灣,GPE
23,台積電,ORG
23,今年,DATE
23,四月,DATE
23,八月初,DATE
23,四年前,DATE
23,台積,ORG
23,美股,NORP
23,今晚,TIME
23,美股,NORP
23,張權證,PERSON
23,張萬,PERSON
23,台灣,GPE
23,元大,ORG
24,華爾街,ORG
24,阿,GPE
25,輝達,PERSON
25,美司法部,ORG
25,週二,DATE
25,鉅亨網,ORG
25,羅昀玫,PERSON
25,彭博,ORG
25,週二日,DATE
25,美國,GPE
25,輝達,PERSON
25,美國司法部,ORG
25,輝達,ORG
25,週二,DATE
25,美國司法部,ORG
25,美國,GPE
25,美國,GPE
25,輝達,PERSON
25,司法部舊金山,GPE
25,司法部,ORG
25,輝達,ORG
25,輝達,ORG
25,司法部,ORG
25,輝達,PERSON
25,輝達,ORG
25,週二日,DATE
25,美元,MONEY
25,億美元,MONEY
25,輝達,ORG
25,台積電,ORG
25,今天,DATE
26,劉德音,PERSON
26,台積電,ORG
26,年月日週二上午,TIME
26,戴嘉芬,PERSON
26,行政院經濟發展委員會,ORG
26,今日,DATE
26,台積電,ORG
26,劉德音,PERSON
26,美,GPE
26,台灣,GPE
26,劉德音,PERSON
26,劉德音,PERSON
26,今年,DATE
26,台積電股東會,ORG
26,今日,DATE
26,台積電,ORG
26,台積電,ORG
26,劉德音,PERSON
26,經發會,ORG
26,台積電,ORG
26,侯,PERSON
26,永清,PERSON
26,侯永清,PERSON
26,劉德音,PERSON
26,美國,GPE
26,美國,GPE
26,台灣,GPE
26,台積電,ORG
26,昨日,DATE
26,經發會,EVENT
26,台積電,ORG
27,馬斯克,PERSON
27,萬,CARDINAL
27,鉅亨網,ORG
27,羅昀玫,PERSON
27,馬斯克旗下人工智慧公司,ORG
27,馬斯克,PERSON
27,未來幾個月,DATE
27,萬,CARDINAL
27,方舟投資公司,ORG
27,伍德,PERSON
27,特斯拉,ORG
27,馬斯克,PERSON
27,萬,CARDINAL
27,去年,DATE
27,馬斯克,PERSON
27,億美元,MONEY
27,億美元,MONEY
27,馬斯克,PERSON
27,特斯拉,ORG
27,億美元,MONEY
27,約萬,CARDINAL
27,萬,CARDINAL
27,十五世紀,DATE
27,哥倫布,GPE
27,二十世紀,DATE
27,肖克利,PERSON
27,二十世紀,DATE
27,黃仁勳,PERSON
27,黃仁勳,PERSON
27,黃教,NORP
27,幾天,DATE
27,昨晚,TIME
27,輝達,PERSON
27,大陸,GPE
27,昨天,DATE
27,台灣青安路,FAC
27,台北市,GPE
27,今天,DATE
27,今天,DATE
27,台積電,ORG
27,今天,DATE
27,年後,DATE
27,聖瑪麗,PERSON
28,美股,NORP
28,月頭天,DATE
28,經濟日報,ORG
28,劉忠勇,PERSON
28,輝達,PERSON
28,",億美元",MONEY
28,美國上市公司,ORG
28,路透,ORG
28,美國,GPE
28,周二,DATE
28,的月,DATE
28,費城半導體,ORG
28,下年月,DATE
28,輝達,PERSON
28,",億美元",MONEY
28,美國上市公司,ORG
28,美股,NORP
28,費城,GPE
28,下年月,DATE
28,台積電,ORG
28,勞動節,DATE
28,美國,GPE
28,美國,GPE
28,上周五,DATE
28,美國月供應管理協會,ORG
28,五個月,DATE
28,本周,DATE
28,周五,DATE
28,下月初,DATE
28,九,CARDINAL
28,今天,DATE
28,早上,TIME
28,上個月底,DATE
28,全年,DATE
28,美股,NORP
28,中國大陸,GPE
28,摩根資產管理,ORG
28,貝萊德智庫,ORG
28,摩根,ORG
28,貝萊德智庫,PERSON
28,數年,DATE
28,蘋果,ORG
28,微軟,ORG
28,華爾街,ORG
28,下月初,DATE
28,特斯拉,ORG
28,路透,ORG
28,年底,DATE
28,中國大陸,GPE
28,六,CARDINAL
28,富國銀行,ORG
28,下月,DATE
28,波音,ORG
28,富國銀行,ORG
28,波音,ORG
29,台積電,ORG
29,中央社,ORG
29,劉千綾,PERSON
29,台積電,ORG
29,美,GPE
29,經濟部長,ORG
29,郭智輝,PERSON
29,台積電,ORG
29,美國,GPE
29,美國,NORP
29,台,GPE
29,積電美國廠,ORG
29,台積電,ORG
29,劉德音,PERSON
29,昨天,DATE
29,行政院,ORG
29,台積電,ORG
29,新竹科學園區,LOC
29,美國廠,ORG
29,劉德音,PERSON
29,昨天,DATE
29,台積電,ORG
29,美國,GPE
29,郭智輝,PERSON
29,今天,DATE
29,國際半導體展,EVENT
29,台積電,ORG
29,美,GPE
29,台積電美國廠,ORG
29,郭智輝,PERSON
29,台積電美國廠,ORG
29,福台積電,ORG
29,台積電,ORG
29,劉德音,PERSON
29,中,GPE
29,親,GPE
29,美,GPE
29,台,GPE
29,郭智輝,PERSON
29,美,GPE
29,中,GPE
29,美國,GPE
29,台灣,GPE
29,今年,DATE
29,美國,GPE
29,台,GPE
29,郭智輝,PERSON
29,今年,DATE
29,鈺創,ORG
29,盧超群,PERSON
29,黃金年,DATE
29,台灣,GPE
29,經濟部長,ORG
29,郭智輝,PERSON
29,台積電,ORG
29,美國,GPE
30,台股,NORP
30,第大,ORDINAL
30,台積電,ORG
30,財經中心,ORG
30,台北,GPE
30,美國,NORP
30,今日,DATE
30,台股,GPE
30,億元,MONEY
30,第三,ORDINAL
30,今天,DATE
30,今年月,DATE
30,當天,DATE
30,月日,DATE
30,當天,DATE
30,今天,DATE
30,羅昇,PERSON
30,鼎,PERSON
30,前幾天,DATE
30,今天,DATE
31,中信金,ORG
31,聯電,ORG
31,長榮航,PERSON
31,兆豐金,ORG
31,仁寶,ORG
31,華南金,ORG
31,國泰金,ORG
31,遠傳,ORG
31,寶成,ORG
31,長榮,PERSON
31,英業達,ORG
31,台灣,GPE
31,亞泥,ORG
31,國票金,ORG
31,第金,ORDINAL
31,台泥,ORG
31,遠東,GPE
31,佳世達,ORG
31,大聯大,ORG
31,緯創,ORG
31,聯詠,ORG
31,上海商銀,ORG
31,瑞儀,ORG
31,富邦金,ORG
31,旺宏,ORG
31,日月光投控,ORG
31,聯強,ORG
31,台表科,ORG
31,中環,GPE
31,普安,GPE
31,長華,PERSON
31,京元電子,ORG
31,遠百,ORG
31,光寶科,ORG
31,中鼎,ORG
31,宏碁,ORG
31,中華,GPE
31,台積電,ORG
31,台光,ORG
31,欣興,ORG
31,奇鋐,ORG
31,聯鈞,ORG
31,德律,ORG
31,中華,GPE
31,中信,ORG
31,中國,GPE
31,台塑,ORG
31,台肥,ORG
31,南亞,LOC
31,裕民,ORG
31,新日興,ORG
31,長虹,ORG
31,緯穎,PERSON
31,國泰費城半導體,ORG
31,京鼎,PERSON
31,南僑,ORG
31,富世達,PERSON
31,穎崴,PERSON
31,振樺,PERSON
31,志聖,ORG
31,慧洋,ORG
31,智邦,ORG
31,豐藝,PERSON
31,祥碩,PERSON
31,辛耘,PERSON
31,世芯,PERSON
31,元大,ORG
31,台灣,GPE
31,達方,ORG
32,上個月,DATE
32,台積電,ORG
32,最近個月,DATE
32,今天,DATE
32,萬千多,CARDINAL
32,台積電,ORG
32,台積電,ORG
32,第二,ORDINAL
32,張萬,PERSON
33,中信金,ORG
33,台積電,ORG
33,經濟日報,WORK_OF_ART
33,楊伶雯,PERSON
33,三,CARDINAL
33,",億元",MONEY
33,",億元",MONEY
33,中信金,ORG
33,台積電,ORG
33,分鐘,TIME
33,台股,GPE
33,第三,ORDINAL
33,三,CARDINAL
33,億元,MONEY
33,千億元,MONEY
33,",億元",MONEY
33,億元,MONEY
33,億元,MONEY
33,億元,MONEY
33,億元,MONEY
33,美股,NORP
33,周二重,PERSON
33,台股,NORP
33,權王台積電,ORG
33,兆億元,MONEY
33,月第天,DATE
33,美股,NORP
33,美股,NORP
33,輝達,ORG
33,",億美元",MONEY
33,美國上市公司,ORG
33,廣達,ORG
33,緯穎,PERSON
33,奇鋐雙鴻,ORG
33,鴻海,ORG
33,十,CARDINAL
33,中信金復華,ORG
33,台灣,GPE
33,台灣,GPE
33,台積電國泰,ORG
33,聯電,ORG
33,鋼兆豐金,ORG
33,中信金,ORG
33,四,CARDINAL
33,台積電,ORG
33,張,PERSON
33,聯電,ORG
33,台新金,ORG
34,張琬,PERSON
34,美,GPE
34,輝達,PERSON
34,美股,NORP
34,昨天,DATE
34,今日,DATE
34,分鐘,TIME
34,逾千點,QUANTITY
34,狄驤,PERSON
34,美股,NORP
34,昨日,DATE
34,輝達,PERSON
34,億美元,MONEY
34,美國司法部,ORG
34,今早,TIME
34,美國,GPE
34,台,GPE
34,美股,NORP
34,狄驤,PERSON
34,日本央行,ORG
34,日,GPE
34,日本,NORP
34,昨日,DATE
34,美,GPE
34,狄驤,PERSON
34,輝達,PERSON
34,彭博社,ORG
34,美國司法部,ORG
34,輝達,PERSON
34,司法部,ORG
34,輝達,PERSON
34,狄驤,PERSON
34,幾天,DATE
34,第二,ORDINAL
34,狄驤,PERSON
34,台股,NORP
34,昨天,DATE
35,三,CARDINAL
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
35,幾歲,DATE
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
35,大摩,ORG
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
35,台積電,ORG
36,英特爾,ORG
36,鉅亨網,ORG
36,張祖仁,PERSON
36,路透,ORG
36,三,CARDINAL
36,英特爾,ORG
36,英特爾,ORG
36,上個月,DATE
36,英特爾,ORG
36,英特爾,ORG
36,英特爾,ORG
36,明年,DATE
36,英特爾,ORG
36,英特爾代工廠,ORG
36,英特爾,ORG
36,基辛格,PERSON
36,億美元,MONEY
36,摩根大通,ORG
36,蘇爾,GPE
36,今年,DATE
36,億美元,MONEY
36,億美元,MONEY
36,谷歌,ORG
36,英特爾,ORG
36,台積電,ORG
36,第季,DATE
36,英特爾,ORG
36,四,CARDINAL
36,基辛格,PERSON
36,月中旬,DATE
36,英特爾,ORG
36,美國,GPE
36,約億美元,MONEY
36,英特爾,ORG
36,億美元,MONEY
36,去年,DATE
36,億美元,MONEY
36,數萬,CARDINAL
36,數十萬,CARDINAL
36,兩,CARDINAL
36,台積電,ORG
36,英特爾,ORG
36,台積電,ORG
36,三星,ORG
36,英特爾,ORG
36,數十,CARDINAL
36,英特爾,ORG
36,基辛格,PERSON
36,上個月,DATE
36,英特爾,ORG
36,今年夏天,DATE
36,基辛格,PERSON
36,今年年底前,DATE
36,上周,DATE
36,十幾,CARDINAL
36,台積電,ORG
37,年月日,DATE
37,臺灣證券交易所證券櫃檯買賣中心公司,ORG
37,年月日,DATE
37,前日,DATE
37,今日,DATE
37,金額仟元,MONEY
37,元大,ORG
37,台灣,GPE
37,元大,ORG
37,布蘭特,GPE
37,新光金,ORG
37,中信金,ORG
37,台積電,ORG
37,鴻海,ORG
37,羅昇,PERSON
37,華航,ORG
37,台灣虎航,ORG
37,光洋科,ORG
38,第次,ORDINAL
38,台灣,GPE
38,八家,CARDINAL
38,中國,GPE
38,第次,ORDINAL
38,台灣,GPE
38,八,CARDINAL
38,中國,GPE
38,台灣,GPE
38,中國,GPE
38,台廠,ORG
38,北方華創科技,ORG
38,八家,CARDINAL
38,中國,GPE
38,台灣,GPE
38,台灣,GPE
38,北方華創科技,ORG
38,台灣,GPE
38,中國,GPE
38,台灣,GPE
38,北方華創科技,ORG
38,台灣,GPE
38,台灣,GPE
38,台灣當局,ORG
38,第次,ORDINAL
38,中國,NORP
38,武漢弘,ORG
38,中國,GPE
38,台積,ORG
38,聯電,ORG
38,中國,GPE
38,台灣,GPE
38,華為,ORG
38,中芯國際,ORG
38,台灣,GPE
38,中國,GPE
38,台灣,GPE
38,美,GPE
38,中國,GPE
38,台灣,GPE
38,中國,GPE
38,駐美,GPE
38,中國,GPE
38,中芯國際,ORG
38,兩,CARDINAL
38,台積電,ORG
38,聯電,ORG
38,美光,ORG
38,台灣,GPE
38,姚惠茹,PERSON
38,美國,GPE
38,美國籍,NORP
38,中國,GPE
38,台灣,GPE
39,百萬,CARDINAL
39,新光金,ORG
39,弘塑,ORG
39,海悅,ORG
39,百萬,CARDINAL
39,聯電,ORG
39,中信金,ORG
39,聯詠,ORG
39,台積電,ORG
39,聯發科,ORG
39,台光,ORG
40,鴻海,PERSON
40,歐,LOC
40,經濟日報,WORK_OF_ART
40,蕭君暉,PERSON
40,台北,GPE
40,鴻海,ORG
40,劉揚偉,PERSON
40,昨日,DATE
40,歐洲,LOC
40,若鴻海,PERSON
40,歐洲,LOC
40,台灣,GPE
40,第家,ORDINAL
40,封裝廠,ORG
40,歐洲,LOC
40,台積電,ORG
40,第二,ORDINAL
40,歐洲,LOC
40,半導體廠,ORG
40,台灣國際半導體展,EVENT
40,昨天,DATE
40,鴻海,ORG
40,劉揚偉,PERSON
40,鴻海,ORG
40,鴻海集團,ORG
40,大陸山東,GPE
40,封裝廠,FAC
40,馬來西亞晶圓廠,ORG
40,劉揚偉,PERSON
40,鴻海,ORG
40,東青島,GPE
40,歐洲,LOC
40,歐洲,LOC
40,劉揚偉,PERSON
40,歐洲,LOC
40,鴻海,ORG
40,大陸,GPE
40,青島,GPE
40,鴻海,ORG
40,富聯,ORG
40,日月光,ORG
40,大陸,GPE
40,四,CARDINAL
40,四,CARDINAL
40,第三,ORDINAL
40,鴻海集團,ORG
40,鴻海集團,ORG
40,交大,ORG
40,張懋中,PERSON
40,鴻海研究院,ORG
40,第三,ORDINAL
40,劉揚偉,PERSON
40,鴻海,ORG
40,第三,ORDINAL
40,虹晶科技,ORG
40,劉揚偉,PERSON
40,鴻海,ORG
40,第三,ORDINAL
40,鴻海,ORG
40,鴻海,ORG
41,經濟日報,WORK_OF_ART
41,李孟珊,PERSON
41,台北,GPE
41,鴻海集團,ORG
41,台積電,ORG
41,蔣,PERSON
41,蔣尚義,PERSON
41,明年,DATE
41,蔣尚義,PERSON
41,今年底,DATE
41,明年初,DATE
41,英特爾,ORG
41,多年後,DATE
41,蔣尚義,PERSON
41,台積電,ORG
41,鴻海集團,ORG
41,博通財報,ORG
42,台積電,ORG
42,陳瑩欣,PERSON
42,台北,GPE
42,台積電,ORG
42,期貨交易所,ORG
42,台積電,ORG
42,逾萬口,CARDINAL
42,去年,DATE
42,期交所,ORG
42,第季,ORDINAL
42,聯電期貨,ORG
42,今年,DATE
42,萬餘,CARDINAL
42,聯電,ORG
42,台積電,ORG
42,期交所,ORG
42,台積電期貨,ORG
42,聯電期貨,ORG
42,第季,ORDINAL
42,聯電期貨,ORG
42,去年月,DATE
42,去年月,DATE
42,美國聯準會,ORG
42,美國,GPE
42,台北,GPE
42,半夜凌晨,TIME
42,元大,ORG
42,台股,GPE
42,美國,GPE
42,上週初,DATE
42,美國,GPE
42,美國,GPE
43,中國,GPE
43,張鈞凱,PERSON
43,年月日週四上午,TIME
43,張鈞凱,PERSON
43,年月日週四上午,TIME
43,中國,GPE
43,中國,GPE
43,台灣,GPE
43,中國,NORP
43,美國芝加哥大學社會學,ORG
43,中國,GPE
43,香港理工大學應用社會科學系,ORG
43,李鎮邦,PERSON
43,風傳媒,PERSON
43,中國,GPE
43,中國,GPE
43,台灣,GPE
43,第天,DATE
43,李鎮邦,PERSON
43,中國,GPE
43,中國,GPE
43,賴清德,PERSON
43,李鎮邦,PERSON
43,台灣,GPE
43,中國,GPE
43,中國,GPE
43,大陸,GPE
43,中國,GPE
43,李鎮邦,PERSON
43,中國,GPE
43,美國,GPE
